id,name,city_id
1165,Everglades National Park,1114
1166,Bridge Gallery at City Hall,16941
1167,Gates Of The Arctic National Park and Preserve,7237
1168,Cuyahoga Valley National Park,11851
1169,Center for the Arts Eagle Rock,16379
1170,Rocky Mountain National Park,10766
1171,Joshua Tree National Park,12246
1172,Barnsdall Gallery Theatre,9792
1173,William Grant Still Art Center,571
1174,Wrangell - St Elias National Park and Preserve,17929
1175,McGroarty Arts Center,15595
1176,Shenandoah National Park,20300
1177,Banning's Landing Community Arts Center,19711
1178,Yosemite National Park,548
1179,Zion National Park,3105
1180,Barnsdall Junior Arts Center Gallery,3058
1181,Pinnacles National Park,16034
1182,Watts Towers Campus - Watts Towers,10168
1183,Guadalupe Mountains National Park,14056
1184,Wind Cave National Park,1912
1185,Haleakala National Park,20303
1186,Canyonlands National Park,21448
1187,Watts Towers Campus - Dr. Joseph and Bootsie Howard Gallery,21919
1188,Haleakala National Park,21563
1189,Pinnacles National Park,19198
1190,Saguaro National Park,14489
1191,Theodore Roosevelt National Park,15577
1192,Watts Towers Campus - Watts Towers Arts Center,21851
1193,Dry Tortugas National Park,20892
1194,Watts Towers Campus - Charles Mingus Youth Arts Center,7669
1195,Hawaii Volcanoes National Park,12988
1196,Wrangell - St Elias National Park and Preserve,18704
1197,Capitol Reef National Park,2407
1198,Dry Tortugas National Park,6598
1199,Olympic National Park,5303
1200,Carlsbad Caverns National Park,3825
1201,Wrangell - St Elias National Park and Preserve,7736
1202,Carlsbad Caverns National Park,1926
1203,Theodore Roosevelt National Park,21860
1204,Sequoia and Kings Canyon National Parks,7979
1205,Voyageurs National Park,2778
1206,William Reagh - LA Photography Center,19802
1207,Lankershim Arts Center,21419
1208,Barnsdall Gallery Theatre,2180
1209,Everglades National Park,18130
1210,Zion National Park,8195
1211,Glacier National Park,11128
1212,Death Valley National Park,11792
1213,Great Smoky Mountains National Park,14474
1214,Dry Tortugas National Park,19653
1215,Madrid Theatre,3780
1216,Banning's Landing Community Arts Center,18957
1217,Grand Teton National Park,6862
1218,Dry Tortugas National Park,14698
1219,Redwood National Park,5010
1220,Katmai National Park and Preserve,13752
1221,McGroarty Arts Center,10101
1222,Los Angeles Municipal Art Gallery,11671
1223,Carlsbad Caverns National Park,3981
1224,Zion National Park,13936
1225,North Cascades National Park,21160
1226,Katmai National Park and Preserve,13037
1227,Rocky Mountain National Park,10710
1228,Bridge Gallery at City Hall,873
1229,Barnsdall Art Center,7744
1230,Hot Springs National Park,3676
1231,Gates Of The Arctic National Park and Preserve,9067
1232,Rocky Mountain National Park,11703
1233,Hawaii Volcanoes National Park,5302
1234,Hawaii Volcanoes National Park,12791
1235,North Cascades National Park,11588
1236,Great Sand Dunes National Park and Preserve,9328
1237,Wrangell - St Elias National Park and Preserve,11055
1238,Death Valley National Park,14060
1239,Haleakala National Park,18022
1240,Lassen Volcanic National Park,846
1241,Cuyahoga Valley National Park,10866
1242,Shenandoah National Park,13156
1243,Los Angeles Municipal Art Gallery,9916
1244,McGroarty Arts Center,12269
1245,Grand Teton National Park,4044
1246,Grand Canyon National Park,2404
1247,Congaree National Park,17564
1248,Barnsdall Art Center,3488
1249,Kobuk Valley National Park,14589
1250,Bryce Canyon National Park,14069
1251,Petrified Forest National Park,389
1252,Lake Clark National Park and Preserve,19925
1253,Vision Theatre,10794
1254,Channel Islands National Park,4795
1255,Lankershim Arts Center,10461
1256,William Grant Still Art Center,7212
1257,Zion National Park,1664
1258,Big Bend National Park,2163
1259,Barnsdall Art Center,8749
1260,William Grant Still Art Center,2489
1261,Mammoth Cave National Park,17648
1262,Encino Arts and Cultural Center,3165
1263,Kenai Fjords National Park,18279
1264,Badlands National Park,573
1265,Watts Towers Campus - Charles Mingus Youth Arts Center,20865
1266,Joshua Tree National Park,18614
1267,Redwood National Park,19187
1268,Mount Rainier National Park,18965
1269,Zion National Park,17535
1270,Lake Clark National Park and Preserve,1171
1271,Congaree National Park,20024
1272,Channel Islands National Park,2884
1273,Mammoth Cave National Park,17446
1274,Great Smoky Mountains National Park,11480
1275,Voyageurs National Park,5131
1276,Grand Canyon National Park,15236
1277,Glacier National Park,17809
1278,Vision Theatre,7399
1279,Channel Islands National Park,17991
1280,Congaree National Park,585
1281,Hollyhock House,16591
1282,Crater Lake National Park,5410
1283,Badlands National Park,10515
1284,Kenai Fjords National Park,13865
1285,Great Smoky Mountains National Park,18522
1286,Watts Towers Campus - Dr. Joseph and Bootsie Howard Gallery,9084
1287,Encino Arts and Cultural Center,2090
1288,Warner Grand Theatre,20164
1289,Everglades National Park,13308
1290,Watts Towers Campus - Charles Mingus Youth Arts Center,12342
1291,Rocky Mountain National Park,9567
1292,Guadalupe Mountains National Park,15380
1293,Great Sand Dunes National Park and Preserve,14581
1294,Lassen Volcanic National Park,8472
1295,Guadalupe Mountains National Park,14457
1296,Barnsdall Junior Arts Center Gallery,10074
1297,Great Sand Dunes National Park and Preserve,13859
1298,Los Angeles Municipal Art Gallery,19708
1299,Watts Towers Campus - Watts Towers Arts Center,10211
1300,Saguaro National Park,20543
1301,Channel Islands National Park,16302
1302,Barnsdall Gallery Theatre,16954
1303,Bridge Gallery at City Hall,14135
1304,Redwood National Park,13055
1305,William Grant Still Art Center,20893
1306,Channel Islands National Park,18692
1307,Watts Towers Campus - Charles Mingus Youth Arts Center,15330
1308,Lassen Volcanic National Park,15758
1309,Canoga Park Youth Arts Center,21464
1310,Biscayne National Park,9566
1311,Mesa Verde National Park,17022
1312,Everglades National Park,14211
1313,Sun Valley Youth Arts Center,1980
1314,Van Nuys World Airport,16891
1315,Sequoia and Kings Canyon National Parks,17900
1316,Great Basin National Park,8955
1317,North Cascades National Park,19605
1318,Mesa Verde National Park,14482
1319,Arches National Park,21585
1320,Bridge Gallery at City Hall,16615
1321,Olympic National Park,7974
1322,Rocky Mountain National Park,5979
1323,Lankershim Arts Center,20346
1324,Olympic National Park,8433
1325,Barnsdall Junior Arts Center Gallery,21823
1326,Zion National Park,7396
1327,Encino Arts and Cultural Center,1176
1328,Vision Theatre,390
1329,Bridge Gallery at City Hall,7522
1330,Sun Valley Youth Arts Center,335
1331,Petrified Forest National Park,674
1332,Madrid Theatre,6943
1333,Denali National Park and Preserve,15332
1334,Grand Teton National Park,1227
1335,Arches National Park,13411
1336,Kenai Fjords National Park,16034
1337,Olympic National Park,11559
1338,Guadalupe Mountains National Park,14432
1339,Encino Arts and Cultural Center,6409
1340,Katmai National Park and Preserve,18999
1341,Grand Teton National Park,6427
1342,Yellowstone National Park,7234
1343,Capitol Reef National Park,15505
1344,Barnsdall Art Center,21050
1345,William Grant Still Art Center,151
1346,Death Valley National Park,3814
1347,Canyonlands National Park,12090
1348,Watts Towers Campus - Watts Towers,13224
1349,Wrangell - St Elias National Park and Preserve,8037
1350,William Reagh - LA Photography Center,17873
1351,Voyageurs National Park,9394
1352,Congaree National Park,20986
1353,Lincoln Heights Youth Arts Center,14033
1354,Mammoth Cave National Park,11337
1355,Shenandoah National Park,10736
1356,Watts Towers Campus - Watts Towers,15064
1357,Great Smoky Mountains National Park,13742
1358,Lassen Volcanic National Park,628
1359,Canyonlands National Park,1387
1360,Guadalupe Mountains National Park,17392
1361,Joshua Tree National Park,19592
1362,Barnsdall Junior Arts Center Gallery,1204
1363,Bridge Gallery at City Hall,11652
1364,Black Canyon of the Gunnison National Park,15289
1365,Sequoia and Kings Canyon National Parks,3266
1366,Bryce Canyon National Park,13710
1367,Kobuk Valley National Park,5761
1368,Los Angeles Municipal Art Gallery,17227
1369,William Grant Still Art Center,13577
1370,McGroarty Arts Center,3800
1371,William Reagh - LA Photography Center,21903
1372,Wrangell - St Elias National Park and Preserve,20314
1373,Warner Grand Theatre,8177
1374,Lankershim Arts Center,14876
1375,Glacier National Park,2501
1376,Badlands National Park,9755
1377,Redwood National Park,1013
1378,Guadalupe Mountains National Park,2058
1379,Death Valley National Park,16037
1380,Cuyahoga Valley National Park,21624
1381,Great Smoky Mountains National Park,11180
1382,Center for the Arts Eagle Rock,9672
1383,Vision Theatre,17445
1384,Hawaii Volcanoes National Park,21286
1385,Voyageurs National Park,18729
1386,Cuyahoga Valley National Park,6876
1387,Los Angeles Theatre Center,17111
1388,North Cascades National Park,9517
1389,Voyageurs National Park,10159
1390,Barnsdall Gallery Theatre,12987
1391,Wind Cave National Park,3544
1392,Encino Arts and Cultural Center,16101
1393,Manchester Youth Arts Center,18129
1394,Wrangell - St Elias National Park and Preserve,14777
1395,Kenai Fjords National Park,10341
1396,McGroarty Arts Center,18076
1397,Center for the Arts Eagle Rock,12274
1398,Lassen Volcanic National Park,5600
1399,Hawaii Volcanoes National Park,7722
1400,Black Canyon of the Gunnison National Park,21288
1401,Kobuk Valley National Park,4473
1402,Isle Royale National Park,2792
1403,McGroarty Arts Center,14027
1404,Joshua Tree National Park,7500
1405,Bryce Canyon National Park,14931
1406,Big Bend National Park,18368
1407,Congaree National Park,21026
1408,Channel Islands National Park,2649
1409,Canoga Park Youth Arts Center,19915
1410,Lincoln Heights Youth Arts Center,16895
1411,Bryce Canyon National Park,7384
1412,Capitol Reef National Park,6067
1413,Redwood National Park,15749
1414,Great Sand Dunes National Park and Preserve,5106
1415,Kobuk Valley National Park,12451
1416,Death Valley National Park,2566
1417,Center for the Arts Eagle Rock,21188
1418,Grand Canyon National Park,20373
1419,Mount Rainier National Park,11967
1420,Watts Towers Campus - Watts Towers Arts Center,13750
1421,Watts Towers Campus - Noah Purifoy Gallery,3487
1422,Theodore Roosevelt National Park,17
1423,Sequoia and Kings Canyon National Parks,19694
1424,Barnsdall Junior Arts Center Gallery,20673
1425,Mount Rainier National Park,18343
1426,Watts Towers Campus - Watts Towers,11907
1427,Watts Towers Campus - Watts Towers Arts Center,11070
1428,Yellowstone National Park,2737
1429,Everglades National Park,12186
1430,Great Basin National Park,13753
1431,Katmai National Park and Preserve,7599
1432,Barnsdall Gallery Theatre,7592
1433,Watts Towers Campus - Charles Mingus Youth Arts Center,1461
1434,Lassen Volcanic National Park,12296
1435,Mount Rainier National Park,3723
1436,Manchester Youth Arts Center,3558
1437,Everglades National Park,1494
1438,Barnsdall Junior Arts Center,3562
1439,Arches National Park,16430
1440,Redwood National Park,13421
1441,Watts Towers Campus - Dr. Joseph and Bootsie Howard Gallery,18518
1442,Kobuk Valley National Park,6723
1443,Arches National Park,12211
1444,Manchester Youth Arts Center,18348
1445,Glacier National Park,4801
1446,Death Valley National Park,16469
1447,Petrified Forest National Park,16460
1448,Barnsdall Junior Arts Center Gallery,16085
1449,Watts Towers Campus - Charles Mingus Youth Arts Center,12385
1450,Rocky Mountain National Park,8891
1451,William Grant Still Art Center,11031
1452,Great Basin National Park,2625
1453,Rocky Mountain National Park,12037
1454,Joshua Tree National Park,5739
1455,Barnsdall Junior Arts Center,8507
1456,Canoga Park Youth Arts Center,7985
1457,Denali National Park and Preserve,4823
1458,North Cascades National Park,16750
1459,Death Valley National Park,8558
1460,Shenandoah National Park,10448
1461,Congaree National Park,6024
1462,Bridge Gallery at City Hall,18862
1463,Mammoth Cave National Park,5572
1464,Mount Rainier National Park,8909
1465,Barnsdall Junior Arts Center,15920
1466,Watts Towers Campus - Dr. Joseph and Bootsie Howard Gallery,12066
1467,Badlands National Park,20748
1468,Barnsdall Junior Arts Center,19456
1469,Black Canyon of the Gunnison National Park,17393
1470,Yosemite National Park,19264
1471,Madrid Theatre,15504
1472,Watts Towers Campus - Dr. Joseph and Bootsie Howard Gallery,12457
1473,North Cascades National Park,7384
1474,Watts Towers Campus - Watts Towers,12343
1475,Rocky Mountain National Park,18428
1476,Lincoln Heights Youth Arts Center,8194
1477,Art in the Park at Hermon Park,15693
1478,Warner Grand Theatre,12717
1479,Wind Cave National Park,14278
1480,Redwood National Park,2576
1481,Cuyahoga Valley National Park,5187
1482,Vision Theatre,20455
1483,Watts Towers Campus - Dr. Joseph and Bootsie Howard Gallery,963
1484,Watts Towers Campus - Dr. Joseph and Bootsie Howard Gallery,4814
1485,Manchester Youth Arts Center,5802
1486,Lankershim Arts Center,2691
1487,Hollyhock House,10002
1488,Guadalupe Mountains National Park,20628
1489,William Grant Still Art Center,7723
1490,Carlsbad Caverns National Park,19290
1491,Wrangell - St Elias National Park and Preserve,20813
1492,Arches National Park,4153
1493,Center for the Arts Eagle Rock,6150
1494,William Reagh - LA Photography Center,1033
1495,Mount Rainier National Park,10460
1496,Yosemite National Park,539
1497,Everglades National Park,15404
1498,Crater Lake National Park,6571
1499,North Cascades National Park,2670
1500,Center for the Arts Eagle Rock,7047
1501,Art in the Park at Hermon Park,7671
1502,Great Basin National Park,15660
1503,Gates Of The Arctic National Park and Preserve,15502
1504,Denali National Park and Preserve,17861
1505,Joshua Tree National Park,12510
1506,Warner Grand Theatre,1007
1507,Badlands National Park,16050
1508,William Grant Still Art Center,4447
1509,Petrified Forest National Park,7094
1510,Barnsdall Art Center,3489
1511,Denali National Park and Preserve,538
1512,Wind Cave National Park,8196
1513,Watts Towers Campus - Watts Towers Arts Center,19441
1514,Theodore Roosevelt National Park,2764
1515,Joshua Tree National Park,9733
1516,Hollyhock House,2031
1517,Banning's Landing Community Arts Center,9593
1518,Hollyhock House,19105
1519,McGroarty Arts Center,2008
1520,Gates Of The Arctic National Park and Preserve,12816
1521,Mount Rainier National Park,13216
1522,Barnsdall Gallery Theatre,9652
1523,Cuyahoga Valley National Park,14262
1524,Banning's Landing Community Arts Center,9464
1525,Big Bend National Park,20252
1526,Mammoth Cave National Park,13161
1527,Death Valley National Park,2841
1528,McGroarty Arts Center,10597
1529,Nate Holden Performing Arts Center,5324
1530,Lassen Volcanic National Park,13819
1531,Wind Cave National Park,2427
1532,Channel Islands National Park,9445
1533,Art in the Park at Hermon Park,5677
1534,Bryce Canyon National Park,2004
1535,Denali National Park and Preserve,12622
1536,Mammoth Cave National Park,5049
1537,Pinnacles National Park,3187
1538,Olympic National Park,7176
1539,Haleakala National Park,12684
1540,Badlands National Park,2716
1541,Hawaii Volcanoes National Park,678
1542,Barnsdall Gallery Theatre,21926
1543,Death Valley National Park,4404
1544,Great Basin National Park,15275
1545,Dry Tortugas National Park,21297
1546,Barnsdall Gallery Theatre,12401
1547,Los Angeles Theatre Center,12547
1548,Gates Of The Arctic National Park and Preserve,1595
1549,Wrangell - St Elias National Park and Preserve,18346
1550,William Grant Still Art Center,7184
1551,Theodore Roosevelt National Park,19423
1552,Bridge Gallery at City Hall,19144
1553,Center for the Arts Eagle Rock,1966
1554,Los Angeles Municipal Art Gallery,15657
1555,Capitol Reef National Park,4580
1556,Lankershim Arts Center,15506
1557,William Reagh - LA Photography Center,3877
1558,Hot Springs National Park,19737
1559,Everglades National Park,13299
1560,Badlands National Park,18336
1561,Redwood National Park,6209
1562,Great Basin National Park,15978
1563,Glacier National Park,6370
1564,Yellowstone National Park,7832
1565,Capitol Reef National Park,19829
1566,Theodore Roosevelt National Park,7696
1567,Channel Islands National Park,12573
1568,Encino Arts and Cultural Center,10543
1569,Hawaii Volcanoes National Park,2862
1570,Glacier Bay National Park and Preserve,11870
1571,Watts Towers Campus - Watts Towers Arts Center,18922
1572,Biscayne National Park,20349
1573,Big Bend National Park,16842
1574,Encino Arts and Cultural Center,14613
1575,Arches National Park,16688
1576,Warner Grand Theatre,18992
1577,Kenai Fjords National Park,20701
1578,Badlands National Park,9956
1579,McGroarty Arts Center,4100
1580,Lassen Volcanic National Park,2605
1581,Big Bend National Park,15946
1582,Center for the Arts Eagle Rock,17461
1583,Badlands National Park,17340
1584,Rocky Mountain National Park,2109
1585,Isle Royale National Park,17815
1586,Black Canyon of the Gunnison National Park,1449
1587,Guadalupe Mountains National Park,12555
1588,Congaree National Park,1938
1589,Hawaii Volcanoes National Park,8060
1590,Death Valley National Park,6301
1591,Banning's Landing Community Arts Center,18155
1592,Cuyahoga Valley National Park,19753
1593,Bridge Gallery at City Hall,5334
1594,Gates Of The Arctic National Park and Preserve,5181
1595,Crater Lake National Park,16463
1596,Voyageurs National Park,3945
1597,Denali National Park and Preserve,18628
1598,Gates Of The Arctic National Park and Preserve,21530
1599,Canyonlands National Park,11215
1600,Lassen Volcanic National Park,2632
1601,Los Angeles Theatre Center,2240
1602,Watts Towers Campus - Noah Purifoy Gallery,17284
1603,Saguaro National Park,5433
1604,Lincoln Heights Youth Arts Center,2675
1605,Denali National Park and Preserve,8876
1606,Van Nuys World Airport,15608
1607,Capitol Reef National Park,17096
1608,Manchester Youth Arts Center,20211
1609,Lake Clark National Park and Preserve,1139
1610,Manchester Youth Arts Center,11440
1611,Isle Royale National Park,14074
1612,Rocky Mountain National Park,17176
1613,Watts Towers Campus - Charles Mingus Youth Arts Center,5915
1614,Watts Towers Campus - Dr. Joseph and Bootsie Howard Gallery,21614
1615,Lankershim Arts Center,15023
1616,Hollyhock House,8843
1617,Vision Theatre,3641
1618,Cuyahoga Valley National Park,428
1619,Great Basin National Park,6426
1620,William Grant Still Art Center,17020
1621,Watts Towers Campus - Dr. Joseph and Bootsie Howard Gallery,2950
1622,Van Nuys World Airport,17591
1623,Katmai National Park and Preserve,17820
1624,Los Angeles Municipal Art Gallery,17780
1625,Barnsdall Junior Arts Center,8697
1626,Badlands National Park,11482
1627,Lincoln Heights Youth Arts Center,11933
1628,Great Smoky Mountains National Park,9240
1629,Everglades National Park,6295
1630,Yosemite National Park,11832
1631,Isle Royale National Park,1445
1632,Los Angeles Theatre Center,13389
1633,Bryce Canyon National Park,12039
1634,Madrid Theatre,20812
1635,Guadalupe Mountains National Park,1954
1636,Shenandoah National Park,12436
1637,Canoga Park Youth Arts Center,4463
1638,Art in the Park at Hermon Park,14937
1639,Crater Lake National Park,16920
1640,Katmai National Park and Preserve,615
1641,Gates Of The Arctic National Park and Preserve,1398
1642,Mesa Verde National Park,3867
1643,Death Valley National Park,7240
1644,Black Canyon of the Gunnison National Park,4813
1645,Madrid Theatre,15538
1646,Carlsbad Caverns National Park,4464
1647,Katmai National Park and Preserve,3968
1648,Van Nuys World Airport,1934
1649,Kenai Fjords National Park,3253
1650,Mammoth Cave National Park,16079
1651,Yosemite National Park,3930
1652,William Grant Still Art Center,16998
1653,William Reagh - LA Photography Center,377
1654,Glacier Bay National Park and Preserve,6270
1655,Dry Tortugas National Park,723
1656,Yellowstone National Park,18719
1657,Center for the Arts Eagle Rock,10382
1658,Shenandoah National Park,5076
1659,Nate Holden Performing Arts Center,10942
1660,Kobuk Valley National Park,9720
1661,Great Smoky Mountains National Park,266
1662,Hot Springs National Park,11532
1663,Canoga Park Youth Arts Center,4290
1664,Carlsbad Caverns National Park,16158
1665,Barnsdall Art Center,3684
1666,Olympic National Park,3025
1667,Watts Towers Campus - Dr. Joseph and Bootsie Howard Gallery,10028
1668,Death Valley National Park,18209
1669,Great Smoky Mountains National Park,14203
1670,Hollyhock House,2420
1671,Olympic National Park,15695
1672,Mesa Verde National Park,8397
1673,Saguaro National Park,14413
1674,Theodore Roosevelt National Park,11203
1675,Lassen Volcanic National Park,10539
1676,Carlsbad Caverns National Park,11489
1677,Los Angeles Theatre Center,10967
1678,Barnsdall Gallery Theatre,8719
1679,McGroarty Arts Center,7492
1680,Hot Springs National Park,12574
1681,Pinnacles National Park,10268
1682,Center for the Arts Eagle Rock,6858
1683,Lassen Volcanic National Park,10887
1684,Watts Towers Campus - Watts Towers Arts Center,14076
1685,Great Sand Dunes National Park and Preserve,13312
1686,Glacier National Park,17935
1687,Gates Of The Arctic National Park and Preserve,3615
1688,Wrangell - St Elias National Park and Preserve,20476
1689,Manchester Youth Arts Center,1585
1690,Pinnacles National Park,21311
1691,Wrangell - St Elias National Park and Preserve,5802
1692,Gates Of The Arctic National Park and Preserve,21038
1693,Watts Towers Campus - Dr. Joseph and Bootsie Howard Gallery,2116
1694,Congaree National Park,15605
1695,Channel Islands National Park,18022
1696,Zion National Park,18758
1697,Banning's Landing Community Arts Center,15809
1698,Bryce Canyon National Park,8804
1699,Los Angeles Theatre Center,1606
1700,Zion National Park,7980
1701,Lincoln Heights Youth Arts Center,4207
1702,Encino Arts and Cultural Center,6886
1703,Haleakala National Park,12272
1704,Yellowstone National Park,1614
1705,Bryce Canyon National Park,13303
1706,Congaree National Park,6472
1707,Cuyahoga Valley National Park,11241
1708,Theodore Roosevelt National Park,12386
1709,Art in the Park at Hermon Park,9798
1710,Wrangell - St Elias National Park and Preserve,3726
1711,Sun Valley Youth Arts Center,15671
1712,Watts Towers Campus - Dr. Joseph and Bootsie Howard Gallery,11482
1713,Madrid Theatre,2469
1714,Carlsbad Caverns National Park,18053
1715,Hot Springs National Park,716
1716,Kenai Fjords National Park,12531
1717,Nate Holden Performing Arts Center,2018
1718,Barnsdall Junior Arts Center,5369
1719,McGroarty Arts Center,7969
1720,Rocky Mountain National Park,2018
1721,Watts Towers Campus - Charles Mingus Youth Arts Center,18164
1722,Grand Canyon National Park,6672
1723,Lankershim Arts Center,9280
1724,Shenandoah National Park,10762
1725,Grand Canyon National Park,10311
1726,Voyageurs National Park,14784
1727,Wind Cave National Park,21710
1728,Zion National Park,7787
1729,Arches National Park,10341
1730,Kenai Fjords National Park,6402
1731,Watts Towers Campus - Watts Towers,6910
1732,Redwood National Park,8067
1733,Sun Valley Youth Arts Center,2025
1734,Mesa Verde National Park,12205
1735,Mesa Verde National Park,923
1736,Great Smoky Mountains National Park,13729
1737,Capitol Reef National Park,14860
1738,Grand Teton National Park,290
1739,Everglades National Park,21912
1740,Barnsdall Gallery Theatre,11529
1741,McGroarty Arts Center,18294
1742,Barnsdall Junior Arts Center,20456
1743,Watts Towers Campus - Dr. Joseph and Bootsie Howard Gallery,19435
1744,Dry Tortugas National Park,12297
1745,Denali National Park and Preserve,14401
1746,Death Valley National Park,13083
1747,Joshua Tree National Park,14008
1748,Black Canyon of the Gunnison National Park,21314
1749,Crater Lake National Park,6780
1750,Vision Theatre,11508
1751,Hawaii Volcanoes National Park,19852
1752,Yosemite National Park,2975
1753,Rocky Mountain National Park,9588
1754,Pinnacles National Park,18098
1755,Glacier Bay National Park and Preserve,20023
1756,Lassen Volcanic National Park,3398
1757,William Grant Still Art Center,13430
1758,Petrified Forest National Park,16289
1759,Barnsdall Gallery Theatre,7218
1760,Crater Lake National Park,12015
1761,Mesa Verde National Park,6032
1762,McGroarty Arts Center,1815
1763,Shenandoah National Park,5232
1764,Grand Canyon National Park,13684
1765,Great Smoky Mountains National Park,2880
1766,Barnsdall Gallery Theatre,2110
1767,Biscayne National Park,14176
1768,Barnsdall Junior Arts Center Gallery,16885
1769,Hot Springs National Park,14407
1770,Zion National Park,17087
1771,Black Canyon of the Gunnison National Park,5296
1772,Van Nuys World Airport,2403
1773,Katmai National Park and Preserve,14084
1774,Watts Towers Campus - Watts Towers,2175
1775,Pinnacles National Park,8562
1776,Barnsdall Art Center,7006
1777,Watts Towers Campus - Watts Towers Arts Center,18070
1778,Pinnacles National Park,17528
1779,Barnsdall Junior Arts Center,5185
1780,Shenandoah National Park,7962
1781,Lassen Volcanic National Park,11639
1782,Theodore Roosevelt National Park,4239
1783,Wind Cave National Park,15077
1784,Arches National Park,4712
1785,Petrified Forest National Park,17294
1786,Dry Tortugas National Park,14117
1787,Great Basin National Park,20055
1788,Los Angeles Municipal Art Gallery,20475
1789,Watts Towers Campus - Dr. Joseph and Bootsie Howard Gallery,15955
1790,Gates Of The Arctic National Park and Preserve,4363
1791,Cuyahoga Valley National Park,8272
1792,Los Angeles Municipal Art Gallery,21733
1793,Zion National Park,13518
1794,Channel Islands National Park,15062
1795,Biscayne National Park,5311
1796,Yosemite National Park,5379
1797,Arches National Park,19072
1798,Center for the Arts Eagle Rock,7429
1799,Center for the Arts Eagle Rock,1498
1800,Big Bend National Park,1280
1801,Mount Rainier National Park,11670
1802,Watts Towers Campus - Charles Mingus Youth Arts Center,1948
1803,Gates Of The Arctic National Park and Preserve,16981
1804,Cuyahoga Valley National Park,5977
1805,Watts Towers Campus - Dr. Joseph and Bootsie Howard Gallery,15478
1806,Barnsdall Junior Arts Center,13633
1807,Dry Tortugas National Park,4784
1808,Banning's Landing Community Arts Center,14620
1809,Hot Springs National Park,13948
1810,Yosemite National Park,16716
1811,Big Bend National Park,10029
1812,Katmai National Park and Preserve,16867
1813,Van Nuys World Airport,20181
1814,Barnsdall Art Center,5074
1815,Yellowstone National Park,21812
1816,Saguaro National Park,6948
1817,Watts Towers Campus - Dr. Joseph and Bootsie Howard Gallery,4103
1818,Hot Springs National Park,19371
1819,Joshua Tree National Park,17590
1820,Dry Tortugas National Park,18168
1821,Kenai Fjords National Park,7319
1822,Watts Towers Campus - Noah Purifoy Gallery,12095
1823,Crater Lake National Park,6678
1824,Sequoia and Kings Canyon National Parks,17296
1825,Yellowstone National Park,7497
1826,Kobuk Valley National Park,15917
1827,Kenai Fjords National Park,16500
1828,Warner Grand Theatre,736
1829,Isle Royale National Park,9463
1830,Yosemite National Park,19083
1831,Carlsbad Caverns National Park,5383
1832,Mount Rainier National Park,15611
1833,Grand Canyon National Park,2648
1834,Kobuk Valley National Park,15844
1835,Mammoth Cave National Park,9389
1836,William Grant Still Art Center,2829
1837,Redwood National Park,15709
1838,Yosemite National Park,16836
1839,Barnsdall Gallery Theatre,10425
1840,Denali National Park and Preserve,5129
1841,Watts Towers Campus - Dr. Joseph and Bootsie Howard Gallery,15851
1842,Death Valley National Park,3854
1843,Denali National Park and Preserve,18789
1844,Great Basin National Park,11755
1845,Madrid Theatre,522
1846,Zion National Park,19896
1847,Pinnacles National Park,11309
1848,Watts Towers Campus - Watts Towers,6271
1849,Mount Rainier National Park,6539
1850,Zion National Park,3411
1851,Biscayne National Park,21011
1852,Yellowstone National Park,9167
1853,Kobuk Valley National Park,17424
1854,Watts Towers Campus - Charles Mingus Youth Arts Center,14746
1855,Glacier Bay National Park and Preserve,2591
1856,Grand Canyon National Park,11566
1857,Art in the Park at Hermon Park,9035
1858,Voyageurs National Park,21692
1859,Glacier Bay National Park and Preserve,6994
1860,Rocky Mountain National Park,14101
1861,Congaree National Park,14453
1862,Lake Clark National Park and Preserve,163
1863,Joshua Tree National Park,4430
1864,Dry Tortugas National Park,754
1865,Barnsdall Junior Arts Center,5952
1866,Lake Clark National Park and Preserve,235
1867,Canyonlands National Park,5946
1868,William Reagh - LA Photography Center,703
1869,Petrified Forest National Park,19668
1870,Denali National Park and Preserve,8204
1871,Canoga Park Youth Arts Center,19898
1872,Channel Islands National Park,15830
1873,Grand Canyon National Park,10459
1874,Guadalupe Mountains National Park,6472
1875,Barnsdall Gallery Theatre,4097
1876,Los Angeles Theatre Center,13104
1877,Lake Clark National Park and Preserve,12082
1878,Redwood National Park,2217
1879,Bryce Canyon National Park,3495
1880,Voyageurs National Park,20964
1881,William Reagh - LA Photography Center,2788
1882,Pinnacles National Park,16720
1883,Barnsdall Gallery Theatre,10042
1884,Great Basin National Park,10895
1885,Saguaro National Park,21054
1886,Capitol Reef National Park,2927
1887,Lassen Volcanic National Park,5689
1888,Redwood National Park,15292
1889,Lankershim Arts Center,4601
1890,Banning's Landing Community Arts Center,13311
1891,Madrid Theatre,9357
1892,Madrid Theatre,20492
1893,Olympic National Park,8120
1894,Petrified Forest National Park,20824
1895,Vision Theatre,12381
1896,Kenai Fjords National Park,8131
1897,Arches National Park,21258
1898,Van Nuys World Airport,2772
1899,Los Angeles Theatre Center,11130
1900,Big Bend National Park,7947
1901,Canoga Park Youth Arts Center,13174
1902,Watts Towers Campus - Charles Mingus Youth Arts Center,18332
1903,Grand Canyon National Park,5975
1904,Lassen Volcanic National Park,6857
1905,Haleakala National Park,529
1906,Glacier National Park,21934
1907,Barnsdall Art Center,257
1908,Manchester Youth Arts Center,2528
1909,Wrangell - St Elias National Park and Preserve,6281
1910,Capitol Reef National Park,16200
1911,Lincoln Heights Youth Arts Center,7230
