release_num,release_name,release_year,musician_name,musician_instruments
ECM 1117,John Abercrombie - Characters  ,1978,John Abercrombie,electric guitar
ECM 1117,John Abercrombie - Characters  ,1978,John Abercrombie,electric mandolin
ECM 1118,Jan Garbarek - Places  ,1978,Jan Garbarek,sax
ECM 1118,Jan Garbarek - Places  ,1978,John Taylor,organ
ECM 1118,Jan Garbarek - Places  ,1978,John Taylor,piano
ECM 1118,Jan Garbarek - Places  ,1978,Bill Connors,guitar
ECM 1118,Jan Garbarek - Places  ,1978,Jack DeJohnette,drums
ECM 1119,Gary Peacock - December Poems  ,1979,Jan Garbarek,sax
ECM 1119,Gary Peacock - December Poems  ,1979,Gary Peacock,bass
ECM 1120,Bill Connors - Of Mist And Melting  ,1978,Jan Garbarek,sax
ECM 1120,Bill Connors - Of Mist And Melting  ,1978,Bill Connors,guitar
ECM 1120,Bill Connors - Of Mist And Melting  ,1978,Gary Peacock,bass
ECM 1120,Bill Connors - Of Mist And Melting  ,1978,Jack DeJohnette,drums
ECM 1121,"Ralph Towner, Eddie Gomez, Jack DeJohnette - Batik  ",1978,Ralph Towner,12-string guitar
ECM 1121,"Ralph Towner, Eddie Gomez, Jack DeJohnette - Batik  ",1978,Ralph Towner,classical guitar
ECM 1121,"Ralph Towner, Eddie Gomez, Jack DeJohnette - Batik  ",1978,Ralph Towner,piano
ECM 1121,"Ralph Towner, Eddie Gomez, Jack DeJohnette - Batik  ",1978,Eddie Gomez,bass
ECM 1121,"Ralph Towner, Eddie Gomez, Jack DeJohnette - Batik  ",1978,Jack DeJohnette,drums
ECM 1122,Enrico Rava Quartet  ,1978,Enrico Rava,trumpet
ECM 1122,Enrico Rava Quartet  ,1978,Roswell Rudd,trombone
ECM 1122,Enrico Rava Quartet  ,1978,J.F. Jenny-Clark,bass
ECM 1122,Enrico Rava Quartet  ,1978,Aldo Romano,drums
ECM 1123,Barre Phillips - Three Day Moon  ,1978,Dieter Feichtner,synthesizer
ECM 1123,Barre Phillips - Three Day Moon  ,1978,Terje Rypdal,guitar
ECM 1123,Barre Phillips - Three Day Moon  ,1978,Terje Rypdal,guitar synthesizer
ECM 1123,Barre Phillips - Three Day Moon  ,1978,Terje Rypdal,organ
ECM 1123,Barre Phillips - Three Day Moon  ,1978,Barre Phillips,bass
ECM 1123,Barre Phillips - Three Day Moon  ,1978,Trilok Gurtu,tabla
ECM 1123,Barre Phillips - Three Day Moon  ,1978,Trilok Gurtu,percussion
ECM 1124,Steve Kuhn - Non-Fiction  ,1978,Steve Slagle,soprano
ECM 1124,Steve Kuhn - Non-Fiction  ,1978,Steve Slagle,alto sax
ECM 1124,Steve Kuhn - Non-Fiction  ,1978,Steve Slagle,flute
ECM 1124,Steve Kuhn - Non-Fiction  ,1978,Steve Slagle,percussion
ECM 1124,Steve Kuhn - Non-Fiction  ,1978,Steve Kuhn,piano
ECM 1124,Steve Kuhn - Non-Fiction  ,1978,Steve Kuhn,percussion
ECM 1124,Steve Kuhn - Non-Fiction  ,1978,Harvie Swartz,bass
ECM 1124,Steve Kuhn - Non-Fiction  ,1978,Bob Moses,drums
ECM 1125,Terje Rypdal / Miroslav Vitous / Jack DeJohnette  ,1979,Terje Rypdal,guitar
ECM 1125,Terje Rypdal / Miroslav Vitous / Jack DeJohnette  ,1979,Terje Rypdal,guitar synthesizer
ECM 1125,Terje Rypdal / Miroslav Vitous / Jack DeJohnette  ,1979,Terje Rypdal,organ
ECM 1125,Terje Rypdal / Miroslav Vitous / Jack DeJohnette  ,1979,Miroslav Vitous,bass
ECM 1125,Terje Rypdal / Miroslav Vitous / Jack DeJohnette  ,1979,Miroslav Vitous,electric piano
ECM 1125,Terje Rypdal / Miroslav Vitous / Jack DeJohnette  ,1979,Jack DeJohnette,drums
ECM 1126,Art Ensemble Of Chicago - Nice Guys  ,1979,Lester Bowie,trumpet
ECM 1126,Art Ensemble Of Chicago - Nice Guys  ,1979,Lester Bowie,celeste
ECM 1126,Art Ensemble Of Chicago - Nice Guys  ,1979,Lester Bowie,bass drum
ECM 1126,Art Ensemble Of Chicago - Nice Guys  ,1979,Roscoe Mitchell,reeds
ECM 1126,Art Ensemble Of Chicago - Nice Guys  ,1979,Roscoe Mitchell,percussion
ECM 1126,Art Ensemble Of Chicago - Nice Guys  ,1979,Joseph Jarman,reeds
ECM 1126,Art Ensemble Of Chicago - Nice Guys  ,1979,Joseph Jarman,percussion
ECM 1126,Art Ensemble Of Chicago - Nice Guys  ,1979,Joseph Jarman,vocals
ECM 1126,Art Ensemble Of Chicago - Nice Guys  ,1979,Malachi Favors,bass
ECM 1126,Art Ensemble Of Chicago - Nice Guys  ,1979,Malachi Favors,percussion
ECM 1126,Art Ensemble Of Chicago - Nice Guys  ,1979,Malachi Favors,melodica
ECM 1126,Art Ensemble Of Chicago - Nice Guys  ,1979,Famoudou Don Moye,drums
ECM 1126,Art Ensemble Of Chicago - Nice Guys  ,1979,Famoudou Don Moye,percussion
ECM 1126,Art Ensemble Of Chicago - Nice Guys  ,1979,Famoudou Don Moye,vocals
ECM 1127,Arild Andersen Quartet - Green Shading Into Blue  ,1978,Juhani Aaltonen,tenor
ECM 1127,Arild Andersen Quartet - Green Shading Into Blue  ,1978,Juhani Aaltonen,soprano sax
ECM 1127,Arild Andersen Quartet - Green Shading Into Blue  ,1978,Juhani Aaltonen,flute
ECM 1127,Arild Andersen Quartet - Green Shading Into Blue  ,1978,Lars Jansson,piano
ECM 1127,Arild Andersen Quartet - Green Shading Into Blue  ,1978,Lars Jansson,Moog synthesizer
ECM 1127,Arild Andersen Quartet - Green Shading Into Blue  ,1978,Lars Jansson,string ensemble
ECM 1127,Arild Andersen Quartet - Green Shading Into Blue  ,1978,Arild Andersen,bass
ECM 1127,Arild Andersen Quartet - Green Shading Into Blue  ,1978,Pal Thowsen,drums
ECM 1127,Arild Andersen Quartet - Green Shading Into Blue  ,1978,Pal Thowsen,percussion
ECM 1128,Jack DeJohnette - New Directions  ,1978,Lester Bowie,trumpet
ECM 1128,Jack DeJohnette - New Directions  ,1978,John Abercrombie,guitar
ECM 1128,Jack DeJohnette - New Directions  ,1978,John Abercrombie,mandolin
ECM 1128,Jack DeJohnette - New Directions  ,1978,Eddie Gomez,bass
ECM 1128,Jack DeJohnette - New Directions  ,1978,Jack DeJohnette,drums
ECM 1128,Jack DeJohnette - New Directions  ,1978,Jack DeJohnette,piano
ECM 1129 (NS),Steve Reich - Music For 18 Musicians  ,1978,Richard Cohen,clarinet
ECM 1129 (NS),Steve Reich - Music For 18 Musicians  ,1978,Virgil Blackwell,clarinet
ECM 1129 (NS),Steve Reich - Music For 18 Musicians  ,1978,Virgil Blackwell,bass clarinet
ECM 1129 (NS),Steve Reich - Music For 18 Musicians  ,1978,Shem Guibbory,violin
ECM 1129 (NS),Steve Reich - Music For 18 Musicians  ,1978,Ken Ishii,cello
ECM 1129 (NS),Steve Reich - Music For 18 Musicians  ,1978,Russ Hartenberger,marimba
ECM 1129 (NS),Steve Reich - Music For 18 Musicians  ,1978,Glen Velez,marimba
ECM 1129 (NS),Steve Reich - Music For 18 Musicians  ,1978,Bob Becker,marimba
ECM 1129 (NS),Steve Reich - Music For 18 Musicians  ,1978,Bob Becker,xylophone
ECM 1129 (NS),Steve Reich - Music For 18 Musicians  ,1978,David Van Tieghem,marimba
ECM 1129 (NS),Steve Reich - Music For 18 Musicians  ,1978,David Van Tieghem,xylophone
ECM 1129 (NS),Steve Reich - Music For 18 Musicians  ,1978,David Van Tieghem,piano
ECM 1129 (NS),Steve Reich - Music For 18 Musicians  ,1978,Gary Schall,marimba
ECM 1129 (NS),Steve Reich - Music For 18 Musicians  ,1978,Gary Schall,maracas
ECM 1129 (NS),Steve Reich - Music For 18 Musicians  ,1978,Nurit Tilles,piano
ECM 1129 (NS),Steve Reich - Music For 18 Musicians  ,1978,Steve Chambers,piano
ECM 1129 (NS),Steve Reich - Music For 18 Musicians  ,1978,Steve Reich,piano
ECM 1129 (NS),Steve Reich - Music For 18 Musicians  ,1978,Steve Reich,marimba
ECM 1129 (NS),Steve Reich - Music For 18 Musicians  ,1978,Larry Karush,piano
ECM 1129 (NS),Steve Reich - Music For 18 Musicians  ,1978,Larry Karush,maracas
ECM 1129 (NS),Steve Reich - Music For 18 Musicians  ,1978,James Preiss,metallophone
ECM 1129 (NS),Steve Reich - Music For 18 Musicians  ,1978,James Preiss,piano
ECM 1129 (NS),Steve Reich - Music For 18 Musicians  ,1978,Elizabeth Arnold,voice
ECM 1129 (NS),Steve Reich - Music For 18 Musicians  ,1978,Pamela Fraley,voice
ECM 1129 (NS),Steve Reich - Music For 18 Musicians  ,1978,Rebecca Armstrong,voice
ECM 1129 (NS),Steve Reich - Music For 18 Musicians  ,1978,Jay Clayton,voice
ECM 1129 (NS),Steve Reich - Music For 18 Musicians  ,1978,Jay Clayton,piano
ECM 1129 (NS),Steve Reich - Music For 18 Musicians  ,1978,Steve Reich,composer
ECM 1130,Azimuth - The Touchstone  ,1978,Kenny Wheeler,trumpet
ECM 1130,Azimuth - The Touchstone  ,1978,Kenny Wheeler,flugelhorn
ECM 1130,Azimuth - The Touchstone  ,1978,John Taylor,piano
ECM 1130,Azimuth - The Touchstone  ,1978,John Taylor,organ
ECM 1130,Azimuth - The Touchstone  ,1978,Norma Winstone,voice
ECM 1131,Pat Metheny - New Chautauqua  ,1979,Pat Metheny,electric 6 & 12-string guitar
ECM 1131,Pat Metheny - New Chautauqua  ,1979,Pat Metheny,acoustic guitar
ECM 1131,Pat Metheny - New Chautauqua  ,1979,Pat Metheny,15-string harp guitar
ECM 1131,Pat Metheny - New Chautauqua  ,1979,Pat Metheny,electric bass
ECM 1132,"Collin Walcott, Don Cherry, Nana Vasconcelos - Codona  ",1979,Don Cherry,trumpet
ECM 1132,"Collin Walcott, Don Cherry, Nana Vasconcelos - Codona  ",1979,Don Cherry,flute
ECM 1132,"Collin Walcott, Don Cherry, Nana Vasconcelos - Codona  ",1979,Don Cherry,doussn'gouni
ECM 1132,"Collin Walcott, Don Cherry, Nana Vasconcelos - Codona  ",1979,Don Cherry,voice
ECM 1132,"Collin Walcott, Don Cherry, Nana Vasconcelos - Codona  ",1979,Collin Walcott,sitar
ECM 1132,"Collin Walcott, Don Cherry, Nana Vasconcelos - Codona  ",1979,Collin Walcott,tabla
ECM 1132,"Collin Walcott, Don Cherry, Nana Vasconcelos - Codona  ",1979,Collin Walcott,hammered dulcimer
ECM 1132,"Collin Walcott, Don Cherry, Nana Vasconcelos - Codona  ",1979,Collin Walcott,sanza
ECM 1132,"Collin Walcott, Don Cherry, Nana Vasconcelos - Codona  ",1979,Collin Walcott,voice
ECM 1132,"Collin Walcott, Don Cherry, Nana Vasconcelos - Codona  ",1979,Nana Vasconcelos,berimbau
ECM 1132,"Collin Walcott, Don Cherry, Nana Vasconcelos - Codona  ",1979,Nana Vasconcelos,cuica
ECM 1132,"Collin Walcott, Don Cherry, Nana Vasconcelos - Codona  ",1979,Nana Vasconcelos,percussion
ECM 1132,"Collin Walcott, Don Cherry, Nana Vasconcelos - Codona  ",1979,Nana Vasconcelos,voice
ECM 1133,John Abercrombie Quartet - Arcade  ,1979,Richie Beirach,piano
ECM 1133,John Abercrombie Quartet - Arcade  ,1979,John Abercrombie,guitar
ECM 1133,John Abercrombie Quartet - Arcade  ,1979,John Abercrombie,electric mandolin
ECM 1133,John Abercrombie Quartet - Arcade  ,1979,George Mraz,bass
ECM 1133,John Abercrombie Quartet - Arcade  ,1979,Peter Donald,drums
ECM 1134,Tom Van Der Geld - Path  ,1979,Roger Jannotta,flute
ECM 1134,Tom Van Der Geld - Path  ,1979,Roger Jannotta,soprano sax
ECM 1134,Tom Van Der Geld - Path  ,1979,Roger Jannotta,oboe
ECM 1134,Tom Van Der Geld - Path  ,1979,Tom Van Der Geld,vibraharp
ECM 1134,Tom Van Der Geld - Path  ,1979,Bill Connors,guitar
ECM 1135,"Jan Garbarek Group - Photo With Blue Sky, White Cloud, Wires, Windows And A Red Roof  ",1979,Jan Garbarek,tenor
ECM 1135,"Jan Garbarek Group - Photo With Blue Sky, White Cloud, Wires, Windows And A Red Roof  ",1979,Jan Garbarek,soprano sax
ECM 1135,"Jan Garbarek Group - Photo With Blue Sky, White Cloud, Wires, Windows And A Red Roof  ",1979,John Taylor,piano
ECM 1135,"Jan Garbarek Group - Photo With Blue Sky, White Cloud, Wires, Windows And A Red Roof  ",1979,Bill Connors,electric
ECM 1135,"Jan Garbarek Group - Photo With Blue Sky, White Cloud, Wires, Windows And A Red Roof  ",1979,Bill Connors,acoustic guitar
ECM 1135,"Jan Garbarek Group - Photo With Blue Sky, White Cloud, Wires, Windows And A Red Roof  ",1979,Eberhard Weber,bass
ECM 1135,"Jan Garbarek Group - Photo With Blue Sky, White Cloud, Wires, Windows And A Red Roof  ",1979,Jon Christensen,drums
ECM 1136,Egberto Gismonti - Solo  ,1979,Egberto Gismonti,super 8-string guitar
ECM 1136,Egberto Gismonti - Solo  ,1979,Egberto Gismonti,surdo
ECM 1137,Eberhard Weber - Fluid Rustle  ,1979,Gary Burton,vibraharp
ECM 1137,Eberhard Weber - Fluid Rustle  ,1979,Gary Burton,marimba
ECM 1137,Eberhard Weber - Fluid Rustle  ,1979,Bill Frisell,guitar
ECM 1137,Eberhard Weber - Fluid Rustle  ,1979,Bill Frisell,balalaika
ECM 1137,Eberhard Weber - Fluid Rustle  ,1979,Eberhard Weber,bass
ECM 1137,Eberhard Weber - Fluid Rustle  ,1979,Eberhard Weber,tarang
ECM 1137,Eberhard Weber - Fluid Rustle  ,1979,Norma Winstone,voices
ECM 1137,Eberhard Weber - Fluid Rustle  ,1979,Bonnie Herman,voices
ECM 1138,Paul Motian Trio - Le Voyage  ,1979,Charles Brackeen,tenor
ECM 1138,Paul Motian Trio - Le Voyage  ,1979,Charles Brackeen,soprano sax
ECM 1138,Paul Motian Trio - Le Voyage  ,1979,J.F. Jenny-Clark,bass
ECM 1138,Paul Motian Trio - Le Voyage  ,1979,Paul Motian,drums
ECM 1138,Paul Motian Trio - Le Voyage  ,1979,Paul Motian,percussion
ECM 1139,Mick Goodrick - In Pas(s)ing  ,1979,John Surman,soprano
ECM 1139,Mick Goodrick - In Pas(s)ing  ,1979,John Surman,baritone sax
ECM 1139,Mick Goodrick - In Pas(s)ing  ,1979,John Surman,bass clarinet
ECM 1139,Mick Goodrick - In Pas(s)ing  ,1979,Mick Goodrick,guitar
ECM 1139,Mick Goodrick - In Pas(s)ing  ,1979,Eddie Gomez,bass
ECM 1139,Mick Goodrick - In Pas(s)ing  ,1979,Jack DeJohnette,drums
ECM 1140,"Gary Burton, Chick Corea - Duet  ",1979,Gary Burton,vibes
ECM 1140,"Gary Burton, Chick Corea - Duet  ",1979,Chick Corea,piano
ECM 1141,George Adams - Sound Suggestions  ,1979,Kenny Wheeler,trumpet
ECM 1141,George Adams - Sound Suggestions  ,1979,Kenny Wheeler,flugelhorn
ECM 1141,George Adams - Sound Suggestions  ,1979,Heinz Sauer,tenor sax
ECM 1141,George Adams - Sound Suggestions  ,1979,George Adams,tenor sax
ECM 1141,George Adams - Sound Suggestions  ,1979,George Adams,vocals
ECM 1141,George Adams - Sound Suggestions  ,1979,Richard Beirach,piano
ECM 1141,George Adams - Sound Suggestions  ,1979,Dave Holland,bass
ECM 1141,George Adams - Sound Suggestions  ,1979,Jack DeJohnette,drums
ECM 1142,Richard Beirach - Elm  ,1979,Richard Beirach,piano
ECM 1142,Richard Beirach - Elm  ,1979,George Mraz,bass
ECM 1142,Richard Beirach - Elm  ,1979,Jack DeJohnette,drums
ECM 1143,Leo Smith - Divine Love  ,1979,Leo Smith,trumpet
ECM 1143,Leo Smith - Divine Love  ,1979,Leo Smith,flugelhorn
ECM 1143,Leo Smith - Divine Love  ,1979,Leo Smith,steel-o-phone
ECM 1143,Leo Smith - Divine Love  ,1979,Leo Smith,gongs
ECM 1143,Leo Smith - Divine Love  ,1979,Leo Smith,percussion
ECM 1143,Leo Smith - Divine Love  ,1979,Dwight Andrews,alto flute
ECM 1143,Leo Smith - Divine Love  ,1979,Dwight Andrews,bass clarinet
ECM 1143,Leo Smith - Divine Love  ,1979,Dwight Andrews,tenor sax
ECM 1143,Leo Smith - Divine Love  ,1979,Dwight Andrews,triangle
ECM 1143,Leo Smith - Divine Love  ,1979,Dwight Andrews,mbira
ECM 1143,Leo Smith - Divine Love  ,1979,Bobby Naughton,vibraharp
ECM 1143,Leo Smith - Divine Love  ,1979,Bobby Naughton,marimba
ECM 1143,Leo Smith - Divine Love  ,1979,Bobby Naughton,bells
ECM 1143,Leo Smith - Divine Love  ,1979,Kenny Wheeler,trumpet
ECM 1143,Leo Smith - Divine Love  ,1979,Lester Bowie,trumpet
ECM 1143,Leo Smith - Divine Love  ,1979,Charlie Haden,bass
ECM 1144,Terje Rypdal - Descendre  ,1980,Palle Mikkelborg,trumpet
ECM 1144,Terje Rypdal - Descendre  ,1980,Palle Mikkelborg,flugelhorn
ECM 1144,Terje Rypdal - Descendre  ,1980,Palle Mikkelborg,keyboards
ECM 1144,Terje Rypdal - Descendre  ,1980,Terje Rypdal,guitar
ECM 1144,Terje Rypdal - Descendre  ,1980,Terje Rypdal,keyboards
ECM 1144,Terje Rypdal - Descendre  ,1980,Terje Rypdal,flute
ECM 1144,Terje Rypdal - Descendre  ,1980,Jon Christensen,drums
ECM 1144,Terje Rypdal - Descendre  ,1980,Jon Christensen,percussion
ECM 1145,Miroslav Vitous - First Meeting  ,1980,John Surman,soprano sax
ECM 1145,Miroslav Vitous - First Meeting  ,1980,John Surman,bass clarinet
ECM 1145,Miroslav Vitous - First Meeting  ,1980,Kenny Kirkland,piano
ECM 1145,Miroslav Vitous - First Meeting  ,1980,Miroslav Vitous,bass
ECM 1145,Miroslav Vitous - First Meeting  ,1980,Jon Christensen,drums
ECM 1146,Double Image - Dawn  ,1979,Dave Samuels,marimba
ECM 1146,Double Image - Dawn  ,1979,Dave Samuels,vibraharp
ECM 1146,Double Image - Dawn  ,1979,David Friedman,vibraharp
ECM 1146,Double Image - Dawn  ,1979,David Friedman,marimba
ECM 1146,Double Image - Dawn  ,1979,Harvie Swartz,bass
ECM 1146,Double Image - Dawn  ,1979,Michael Di Pasqua,drums
ECM 1146,Double Image - Dawn  ,1979,Michael Di Pasqua,percussion
ECM 1147,Nana Vasconcelos - Saudades  ,1980,Egberto Gismonti,super 8-string guitar
ECM 1147,Nana Vasconcelos - Saudades  ,1980,Nana Vasconcelos,berimbau
ECM 1147,Nana Vasconcelos - Saudades  ,1980,Nana Vasconcelos,percussion
ECM 1147,Nana Vasconcelos - Saudades  ,1980,Nana Vasconcelos,voice
ECM 1147,Nana Vasconcelos - Saudades  ,1980,Nana Vasconcelos,gongs
ECM 1147,Nana Vasconcelos - Saudades  ,1980,Members Of Radio Symphony Orchestra,Stuttgart
ECM 1147,Nana Vasconcelos - Saudades  ,1980,Mladen Gutesha,conductor
ECM 1147,Nana Vasconcelos - Saudades  ,1980,Members Of Radio Symphony Orchestra,conductor
ECM 1148,John Surman - Upon Reflection  ,1979,John Surman,soprano
ECM 1148,John Surman - Upon Reflection  ,1979,John Surman,baritone sax
ECM 1148,John Surman - Upon Reflection  ,1979,John Surman,bass clarinet
ECM 1148,John Surman - Upon Reflection  ,1979,John Surman,synthesizer
ECM 1149,Barre Phillips - Journal Violone II  ,1980,John Surman,soprano
ECM 1149,Barre Phillips - Journal Violone II  ,1980,John Surman,baritone sax
ECM 1149,Barre Phillips - Journal Violone II  ,1980,John Surman,bass clarinet
ECM 1149,Barre Phillips - Journal Violone II  ,1980,John Surman,synthesizer
ECM 1149,Barre Phillips - Journal Violone II  ,1980,Barre Phillips,bass
ECM 1149,Barre Phillips - Journal Violone II  ,1980,Aina Kemanis,voice
ECM 1150,Keith Jarrett - Eyes Of The Heart  ,1979,Dewey Redman,tenor sax
ECM 1150,Keith Jarrett - Eyes Of The Heart  ,1979,Dewey Redman,tambourine
ECM 1150,Keith Jarrett - Eyes Of The Heart  ,1979,Dewey Redman,maracas
ECM 1150,Keith Jarrett - Eyes Of The Heart  ,1979,Keith Jarrett,piano
ECM 1150,Keith Jarrett - Eyes Of The Heart  ,1979,Keith Jarrett,soprano sax
ECM 1150,Keith Jarrett - Eyes Of The Heart  ,1979,Keith Jarrett,Osi drum
ECM 1150,Keith Jarrett - Eyes Of The Heart  ,1979,Keith Jarrett,tambourine
ECM 1150,Keith Jarrett - Eyes Of The Heart  ,1979,Charlie Haden,bass
ECM 1150,Keith Jarrett - Eyes Of The Heart  ,1979,Paul Motian,drums
ECM 1150,Keith Jarrett - Eyes Of The Heart  ,1979,Paul Motian,percussion
ECM 1151,"Charlie Haden, Jan Garbarek, Egberto Gismonti - Magico  ",1980,Jan Garbarek,sax
ECM 1151,"Charlie Haden, Jan Garbarek, Egberto Gismonti - Magico  ",1980,Egberto Gismonti,guitar
ECM 1151,"Charlie Haden, Jan Garbarek, Egberto Gismonti - Magico  ",1980,Egberto Gismonti,piano
ECM 1151,"Charlie Haden, Jan Garbarek, Egberto Gismonti - Magico  ",1980,Charlie Haden,bass
ECM 1152,Jack DeJohnette - Special Edition  ,1980,Arthur Blythe,alto sax
ECM 1152,Jack DeJohnette - Special Edition  ,1980,David Murray,tenor sax
ECM 1152,Jack DeJohnette - Special Edition  ,1980,David Murray,bass clarinet
ECM 1152,Jack DeJohnette - Special Edition  ,1980,Peter Warren,bass
ECM 1152,Jack DeJohnette - Special Edition  ,1980,Peter Warren,cello
ECM 1152,Jack DeJohnette - Special Edition  ,1980,Jack DeJohnette,drums
ECM 1152,Jack DeJohnette - Special Edition  ,1980,Jack DeJohnette,piano
ECM 1152,Jack DeJohnette - Special Edition  ,1980,Jack DeJohnette,melodica
ECM 1153,"Ralph Towner - Old Friends, New Friends  ",1979,Kenny Wheeler,trumpet
ECM 1153,"Ralph Towner - Old Friends, New Friends  ",1979,Kenny Wheeler,flugelhorn
ECM 1153,"Ralph Towner - Old Friends, New Friends  ",1979,David Darling,cello
ECM 1153,"Ralph Towner - Old Friends, New Friends  ",1979,Ralph Towner,12-string guitar
ECM 1153,"Ralph Towner - Old Friends, New Friends  ",1979,Ralph Towner,classical guitar
ECM 1153,"Ralph Towner - Old Friends, New Friends  ",1979,Ralph Towner,piano
ECM 1153,"Ralph Towner - Old Friends, New Friends  ",1979,Ralph Towner,French horn
ECM 1153,"Ralph Towner - Old Friends, New Friends  ",1979,Eddie Gomez,bass
ECM 1153,"Ralph Towner - Old Friends, New Friends  ",1979,Michael Di Pasqua,drums
ECM 1153,"Ralph Towner - Old Friends, New Friends  ",1979,Michael Di Pasqua,percussion
ECM 1154,"Don Cherry, Dewey Redman, Charlie Haden, Ed Blackwell - Old And New Dreams  ",1979,Don Cherry,trumpet
ECM 1154,"Don Cherry, Dewey Redman, Charlie Haden, Ed Blackwell - Old And New Dreams  ",1979,Don Cherry,piano
ECM 1154,"Don Cherry, Dewey Redman, Charlie Haden, Ed Blackwell - Old And New Dreams  ",1979,Dewey Redman,tenor sax
ECM 1154,"Don Cherry, Dewey Redman, Charlie Haden, Ed Blackwell - Old And New Dreams  ",1979,Dewey Redman,musette
ECM 1154,"Don Cherry, Dewey Redman, Charlie Haden, Ed Blackwell - Old And New Dreams  ",1979,Charlie Haden,bass
ECM 1154,"Don Cherry, Dewey Redman, Charlie Haden, Ed Blackwell - Old And New Dreams  ",1979,Ed Blackwell,drums
ECM 1155,Pat Metheny Group - American Garage  ,1979,Lyle Mays,piano
ECM 1155,Pat Metheny Group - American Garage  ,1979,Lyle Mays,Oberheim
ECM 1155,Pat Metheny Group - American Garage  ,1979,Lyle Mays,autoharp
ECM 1155,Pat Metheny Group - American Garage  ,1979,Lyle Mays,organ
ECM 1155,Pat Metheny Group - American Garage  ,1979,Pat Metheny,6 & 12-string guitar
ECM 1155,Pat Metheny Group - American Garage  ,1979,Mark Egan,bass
ECM 1155,Pat Metheny Group - American Garage  ,1979,Dan Gottlieb,drums
ECM 1156,Kenny Wheeler - Around 6  ,1980,Kenny Wheeler,trumpet
ECM 1156,Kenny Wheeler - Around 6  ,1980,Kenny Wheeler,flugelhorn
ECM 1156,Kenny Wheeler - Around 6  ,1980,Eje Thelin,trombone
ECM 1156,Kenny Wheeler - Around 6  ,1980,Evan Parker,soprano
ECM 1156,Kenny Wheeler - Around 6  ,1980,Evan Parker,tenor sax
ECM 1156,Kenny Wheeler - Around 6  ,1980,Tom Van Der Geld,vibraharp
ECM 1156,Kenny Wheeler - Around 6  ,1980,J.F. Jenny-Clark,bass
ECM 1156,Kenny Wheeler - Around 6  ,1980,Edward Vesala,drums
ECM 1157,Jack DeJohnette New Directions - In Europe  ,1980,Lester Bowie,trumpet
ECM 1157,Jack DeJohnette New Directions - In Europe  ,1980,John Abercrombie,guitar
ECM 1157,Jack DeJohnette New Directions - In Europe  ,1980,John Abercrombie,mandolin guitar
ECM 1157,Jack DeJohnette New Directions - In Europe  ,1980,Eddie Gomez,bass
ECM 1157,Jack DeJohnette New Directions - In Europe  ,1980,Jack DeJohnette,drums
ECM 1157,Jack DeJohnette New Directions - In Europe  ,1980,Jack DeJohnette,piano
ECM 1158,Bill Connors - Swimming With A Hole In My Body  ,1980,Bill Connors,guitar
ECM 1159,Steve Kuhn/Sheila Jordan Band - Playground  ,1980,Steve Kuhn,piano
ECM 1159,Steve Kuhn/Sheila Jordan Band - Playground  ,1980,Harvie Swartz,bass
ECM 1159,Steve Kuhn/Sheila Jordan Band - Playground  ,1980,Bob Moses,drums
ECM 1159,Steve Kuhn/Sheila Jordan Band - Playground  ,1980,Sheila Jordan,voice
ECM 1160,Steve Swallow - Home  ,1980,David Liebman,sax
ECM 1160,Steve Swallow - Home  ,1980,Steve Kuhn,piano
ECM 1160,Steve Swallow - Home  ,1980,Lyle Mays,synthesizer
ECM 1160,Steve Swallow - Home  ,1980,Steve Swallow,bass
ECM 1160,Steve Swallow - Home  ,1980,Bob Moses,drums
ECM 1160,Steve Swallow - Home  ,1980,Sheila Jordan,voice
ECM 1160,Steve Swallow - Home  ,1980,Robert Creeley,poems
ECM 1161,David Darling - Journal October  ,1980,David Darling,acoustic cello
ECM 1161,David Darling - Journal October  ,1980,David Darling,8-string solid body electric cello
ECM 1161,David Darling - Journal October  ,1980,David Darling,voice
ECM 1161,David Darling - Journal October  ,1980,David Darling,percussion
ECM 1161,David Darling - Journal October  ,1980,David Darling,bells
ECM 1161,David Darling - Journal October  ,1980,David Darling,gongs
ECM 1161,David Darling - Journal October  ,1980,David Darling,timpani
ECM 1162,Sam Rivers - Contrasts  ,1980,George Lewis,trombone
ECM 1162,Sam Rivers - Contrasts  ,1980,Sam Rivers,soprano
ECM 1162,Sam Rivers - Contrasts  ,1980,Sam Rivers,tenor sax
ECM 1162,Sam Rivers - Contrasts  ,1980,Sam Rivers,flute
ECM 1162,Sam Rivers - Contrasts  ,1980,Dave Holland,bass
ECM 1162,Sam Rivers - Contrasts  ,1980,Thurman Barker,drums
ECM 1162,Sam Rivers - Contrasts  ,1980,Thurman Barker,marimba
ECM 1163,Azimuth With Ralph Towner - Depart  ,1980,Kenny Wheeler,flugelhorn
ECM 1163,Azimuth With Ralph Towner - Depart  ,1980,Kenny Wheeler,trumpet
ECM 1163,Azimuth With Ralph Towner - Depart  ,1980,John Taylor,piano
ECM 1163,Azimuth With Ralph Towner - Depart  ,1980,John Taylor,organ
ECM 1163,Azimuth With Ralph Towner - Depart  ,1980,Ralph Towner,12-string guitar
ECM 1163,Azimuth With Ralph Towner - Depart  ,1980,Ralph Towner,classical guitar
ECM 1163,Azimuth With Ralph Towner - Depart  ,1980,Norma Winstone,voice
ECM 1164,Abercrombie Quartet  ,1980,Richard Beirach,piano
